County,Election,absentees_issued,absentees_counted,Total Voters,Total Ballots,Population_2010,RUCC_2013,Description,turnout_%,absentee_%_of_voters,absentee_%_of_population,population_1000s,FIPS
OCONTO COUNTY,2020_04_07-spring_election,7364,6882,10672,10677.0,37660.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.2833775889537971,0.6448650674662668,0.18274030801911842,37.66,55083
ONEIDA COUNTY,2020_04_07-spring_election,8437,7760,11846,10163.0,35998.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.3290738374354131,0.6550734425122404,0.21556753152952943,35.998,55085
OUTAGAMIE COUNTY,2020_04_07-spring_election,40690,35329,49060,49070.0,176695.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.2776535838591924,0.7201182225845904,0.19994340530292312,176.695,55087
OZAUKEE COUNTY,2020_04_07-spring_election,29686,26468,33142,33243.0,86395.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.3836101626251519,0.7986241023474745,0.30636032177788064,86.395,55089
PEPIN COUNTY,2020_04_07-spring_election,1204,1067,1894,1892.0,7469.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.25358147007631543,0.5633579725448785,0.14285714285714285,7.469,55091
PIERCE COUNTY,2020_04_07-spring_election,6338,5747,9461,9458.0,41019.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.23064921134108585,0.6074410738822534,0.14010580462712402,41.019,55093
POLK COUNTY,2020_04_07-spring_election,5633,4934,11778,11589.0,44205.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.266440447913132,0.41891662421463743,0.1116163329940052,44.205,55095
PORTAGE COUNTY,2020_04_07-spring_election,14921,13521,20252,20253.0,70019.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.2892357788600237,0.6676377641714398,0.19310472871649123,70.019,55097
PRICE COUNTY,2020_04_07-spring_election,2740,2564,4800,4632.0,14159.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.3390069920192104,0.5341666666666667,0.18108623490359488,14.159,55099
RACINE COUNTY,2020_04_07-spring_election,44938,39758,52888,51965.0,195408.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.2706542209121428,0.7517395250340342,0.2034614754769508,195.408,55101
RICHLAND COUNTY,2020_04_07-spring_election,2916,2673,4338,4333.0,18021.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.240719160978858,0.6161825726141079,0.1483269518894623,18.021,55103
ROCK COUNTY,2020_04_07-spring_election,30601,27181,37219,33520.0,160331.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.2321385134502997,0.7302990408124882,0.16953053370839077,160.331,55105
RUSK COUNTY,2020_04_07-spring_election,1950,1744,3771,3771.0,14755.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.255574381565571,0.46247679660567487,0.11819722128092172,14.755,55107
SAUK COUNTY,2020_04_07-spring_election,15374,14108,19545,19548.0,61976.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.31536401187556473,0.7218214377078537,0.22763650445333677,61.976,55111
SAWYER COUNTY,2020_04_07-spring_election,3105,2755,4982,3741.0,16557.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.30089992148336053,0.5529907667603372,0.1663948782992088,16.557,55113
SHAWANO COUNTY,2020_04_07-spring_election,6408,6064,10058,10060.0,41949.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.2397673365276884,0.6029031616623584,0.14455648525590598,41.949,55115
SHEBOYGAN COUNTY,2020_04_07-spring_election,26156,23631,32954,30169.0,115507.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.2852987264841092,0.7170904897736239,0.204585003506281,115.507,55117
TAYLOR COUNTY,2020_04_07-spring_election,2832,2635,5134,5127.0,20689.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.24815119145439607,0.5132450331125827,0.12736236647493837,20.689,55119
TREMPEALEAU COUNTY,2020_04_07-spring_election,4082,3718,6721,6028.0,28816.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.23323847862298722,0.5531914893617021,0.12902554136590783,28.816,55121
VERNON COUNTY,2020_04_07-spring_election,5279,4802,8062,8062.0,29773.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.2707822523763141,0.5956338377573803,0.16128707217949148,29.773,55123
VILAS COUNTY,2020_04_07-spring_election,5612,5133,7767,7770.0,21430.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.36243583761082593,0.6608729239088451,0.23952403173121792,21.43,55125
WALWORTH COUNTY,2020_04_07-spring_election,22370,20433,27811,25623.0,102228.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.2720487537660915,0.7347092876919205,0.19987674609695974,102.228,55127
WASHBURN COUNTY,2020_04_07-spring_election,2843,2564,5014,5014.0,15911.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.31512789893784177,0.511368169126446,0.16114637672050783,15.911,55129
WASHINGTON COUNTY,2020_04_07-spring_election,40194,37706,46922,46569.0,131887.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.3557742612994457,0.8035889348280124,0.28589625967684457,131.887,55131
WAUKESHA COUNTY,2020_04_07-spring_election,132651,121684,145878,145901.0,389891.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.3741507241767571,0.8341490834807168,0.3120974836556884,389.891,55133
WAUPACA COUNTY,2020_04_07-spring_election,9505,8748,13673,13670.0,52410.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.2608853272276283,0.6398010677978497,0.16691471093302804,52.41,55135
WAUSHARA COUNTY,2020_04_07-spring_election,3966,3616,6432,6432.0,24496.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.26257348138471587,0.5621890547263682,0.14761593729588504,24.496,55137
WINNEBAGO COUNTY,2020_04_07-spring_election,39430,32609,45968,44812.0,166994.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.27526737487574404,0.7093847894187261,0.19527048876007522,166.994,55139
WOOD COUNTY,2020_04_07-spring_election,14486,13288,21496,21495.0,74749.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.28757575352178627,0.618161518422032,0.1777682644583874,74.749,55141
