County,Election,absentees_issued,absentees_counted,Total Voters,Total Ballots,Population_2010,RUCC_2013,Description,turnout_%,absentee_%_of_voters,absentee_%_of_population,population_1000s,FIPS
FOND DU LAC COUNTY,2022_04_05-spring_election,4134,3052,15057,15057.0,101633.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.14815069908395895,0.20269642026964202,0.030029616364763412,101.633,55039
FOREST COUNTY,2022_04_05-spring_election,314,173,1039,1039.0,9304.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.11167239896818573,0.16650625601539942,0.01859415305245056,9.304,55041
GRANT COUNTY,2022_04_05-spring_election,1482,1044,6040,6001.0,51208.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.117950320262459,0.1728476821192053,0.02038743946258397,51.208,55043
GREEN COUNTY,2022_04_05-spring_election,1554,1165,7427,7427.0,36842.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.2015905759730742,0.15686010502221623,0.03162151891862548,36.842,55045
GREEN LAKE COUNTY,2022_04_05-spring_election,617,481,3227,3227.0,19051.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.16938743373051282,0.14905484970560892,0.025248018476720382,19.051,55047
IOWA COUNTY,2022_04_05-spring_election,1306,936,4984,4984.0,23687.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.21041077384219192,0.18780096308186195,0.03951534597036349,23.687,55049
IRON COUNTY,2022_04_05-spring_election,379,281,1058,1058.0,5916.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.17883705206220418,0.2655954631379962,0.04749830966869507,5.916,55051
JACKSON COUNTY,2022_04_05-spring_election,428,310,2831,2831.0,20449.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.13844197760281676,0.1095019427764041,0.01515966550931586,20.449,55053
JEFFERSON COUNTY,2022_04_05-spring_election,3712,2562,13421,13420.0,83686.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.16037330019358076,0.19089486625437746,0.03061443969122673,83.686,55055
JUNEAU COUNTY,2022_04_05-spring_election,780,565,3529,3529.0,26664.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.13235073507350736,0.1601020119013885,0.021189618961896188,26.664,55057
KENOSHA COUNTY,2022_04_05-spring_election,10191,8370,29373,29293.0,166426.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.17649285568360712,0.2849555714431621,0.05029262254695781,166.426,55059
KEWAUNEE COUNTY,2022_04_05-spring_election,898,706,4431,4431.0,20574.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.21536891221930593,0.1593319792371925,0.03431515505006319,20.574,55061
LA CROSSE COUNTY,2022_04_05-spring_election,6467,5178,20212,20212.0,114638.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.1763115197404002,0.2561844448842272,0.04516826881138889,114.638,55063
LAFAYETTE COUNTY,2022_04_05-spring_election,592,465,3282,3282.0,16836.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.19493941553813257,0.1416819012797075,0.027619387027797575,16.836,55065
LANGLADE COUNTY,2022_04_05-spring_election,662,486,4113,4113.0,19977.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.20588676978525305,0.11816192560175055,0.024327977173749814,19.977,55067
LINCOLN COUNTY,2022_04_05-spring_election,1295,1064,7513,7513.0,28743.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.2613853807883659,0.14162118993744177,0.0370177086594997,28.743,55069
MANITOWOC COUNTY,2022_04_05-spring_election,3993,3178,16208,16203.0,81442.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.19901279438127747,0.19607601184600199,0.039021635028609315,81.442,55071
MARATHON COUNTY,2022_04_05-spring_election,6719,5240,26247,26035.0,134063.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.1957810879959422,0.199641863832057,0.03908610131057786,134.063,55073
MARINETTE COUNTY,2022_04_05-spring_election,1797,1295,6067,6065.0,41749.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.14532084600828762,0.21344981044997527,0.031018707034899038,41.749,55075
MARQUETTE COUNTY,2022_04_05-spring_election,439,317,2197,2197.0,15404.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.1426252921319138,0.14428766499772416,0.020579070371332123,15.404,55077
MENOMINEE COUNTY,2022_04_05-spring_election,95,86,1037,1037.0,4232.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.24503780718336485,0.08293153326904533,0.020321361058601134,4.232,55078
MILWAUKEE COUNTY,2022_04_05-spring_election,60964,46818,141449,138389.0,947735.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.1492495265026616,0.33098855417853784,0.04939988498894733,947.735,55079
MONROE COUNTY,2022_04_05-spring_election,1413,1160,7432,7432.0,44673.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.16636447070937702,0.15608180839612487,0.02596646744118371,44.673,55081
OCONTO COUNTY,2022_04_05-spring_election,1441,1131,8197,8197.0,37660.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.21765799256505577,0.13797730877150177,0.030031864046733935,37.66,55083
ONEIDA COUNTY,2022_04_05-spring_election,2209,1485,8052,8051.0,35998.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.22367909328296015,0.18442622950819673,0.04125229179398855,35.998,55085
OUTAGAMIE COUNTY,2022_04_05-spring_election,8981,6463,25045,24869.0,176695.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.14174141882905572,0.2580555000998203,0.03657715272079006,176.695,55087
OZAUKEE COUNTY,2022_04_05-spring_election,7559,6372,22879,22879.0,86395.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.2648185658892297,0.27850867607849994,0.07375426818681637,86.395,55089
PEPIN COUNTY,2022_04_05-spring_election,156,96,807,807.0,7469.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.10804659258267506,0.11895910780669144,0.012853126255188111,7.469,55091
PIERCE COUNTY,2022_04_05-spring_election,1498,1148,6924,6924.0,41019.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.16879982447158634,0.1658001155401502,0.02798703040054609,41.019,55093
POLK COUNTY,2022_04_05-spring_election,1549,1088,8583,8572.0,44205.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.19416355615880557,0.12676220435745078,0.02461260038457188,44.205,55095
PORTAGE COUNTY,2022_04_05-spring_election,4073,3472,17655,17263.0,70019.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.2521458461274797,0.1966581704899462,0.04958654079606964,70.019,55097
PRICE COUNTY,2022_04_05-spring_election,538,378,2410,2410.0,14159.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.17020976057631187,0.15684647302904564,0.02669680062151282,14.159,55099
RACINE COUNTY,2022_04_05-spring_election,11077,7117,27454,27463.0,195408.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.1404957831818554,0.25923362715815546,0.03642123147465815,195.408,55101
RICHLAND COUNTY,2022_04_05-spring_election,612,339,2322,2322.0,18021.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.12884967537872483,0.14599483204134367,0.018811386715498583,18.021,55103
ROCK COUNTY,2022_04_05-spring_election,6983,4783,20212,20210.0,160331.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.12606420467657534,0.23664159905006926,0.029832034977640007,160.331,55105
RUSK COUNTY,2022_04_05-spring_election,428,296,2666,2665.0,14755.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.1806845137241613,0.1110277569392348,0.02006099627245002,14.755,55107
SAUK COUNTY,2022_04_05-spring_election,2930,2231,11311,11311.0,61976.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.18250613140570543,0.19724162319865618,0.03599780560216858,61.976,55111
SAWYER COUNTY,2022_04_05-spring_election,936,678,3542,3544.0,16557.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.2139276438968412,0.19141727837380013,0.04094944736365284,16.557,55113
SHAWANO COUNTY,2022_04_05-spring_election,1318,911,5316,5314.0,41949.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.12672530930415504,0.17136945071482318,0.02171684664711912,41.949,55115
SHEBOYGAN COUNTY,2022_04_05-spring_election,5403,4083,18906,18903.0,115507.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.16367839178577923,0.21596318629006664,0.035348507016890754,115.507,55117
TAYLOR COUNTY,2022_04_05-spring_election,507,442,4941,4941.0,20689.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.23882256271448596,0.0894555757943736,0.021364009860312245,20.689,55119
TREMPEALEAU COUNTY,2022_04_05-spring_election,650,505,5008,4944.0,28816.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.17379233759022766,0.10083865814696485,0.017524986118822874,28.816,55121
VERNON COUNTY,2022_04_05-spring_election,811,605,4853,4853.0,29773.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.16300003358747858,0.12466515557387184,0.02032042454572935,29.773,55123
VILAS COUNTY,2022_04_05-spring_election,1549,1148,4872,4872.0,21430.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.22734484367708818,0.23563218390804597,0.05356976201586561,21.43,55125
WALWORTH COUNTY,2022_04_05-spring_election,5015,3594,17035,17038.0,102228.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.16663732049927613,0.21097739947167596,0.035156708533865474,102.228,55127
WASHBURN COUNTY,2022_04_05-spring_election,560,348,2318,2317.0,15911.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.1456853748978694,0.15012942191544434,0.02187166111495192,15.911,55129
WASHINGTON COUNTY,2022_04_05-spring_election,7909,5801,29119,29038.0,131887.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.22078749232297346,0.19921700607850545,0.043984623200163775,131.887,55131
WAUKESHA COUNTY,2022_04_05-spring_election,30826,23613,97518,97514.0,389891.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.25011605807777043,0.2421399126315142,0.06056308045069007,389.891,55133
WAUPACA COUNTY,2022_04_05-spring_election,1778,1130,7138,7137.0,52410.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.13619538256058003,0.15830764920145698,0.02156077084525854,52.41,55135
WAUSHARA COUNTY,2022_04_05-spring_election,728,450,3599,3598.0,24496.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.14692194644023515,0.1250347318699639,0.018370346178967996,24.496,55137
WINNEBAGO COUNTY,2022_04_05-spring_election,9190,6756,27925,27922.0,166994.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.1672215768231194,0.24193375111906892,0.04045654334886283,166.994,55139
WOOD COUNTY,2022_04_05-spring_election,3475,2772,14034,14034.0,74749.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.18774833108135225,0.19752030782385635,0.037084108148603995,74.749,55141
