County,Election,absentees_issued,absentees_counted,Total Voters,Total Ballots,Population_2010,RUCC_2013,Description,turnout_%,absentee_%_of_voters,absentee_%_of_population,population_1000s,FIPS
DOUGLAS COUNTY,2018_11_07-general_election,3186,2954,18871,18871.0,44159.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4273421046672253,0.15653648455301786,0.06689463076609525,44.159,55031
DUNN COUNTY,2018_11_07-general_election,2191,2043,18567,18564.0,43857.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.4233531705315001,0.11003393116820165,0.046583213626103015,43.857,55033
EAU CLAIRE COUNTY,2018_11_07-general_election,9146,8726,49056,49046.0,98736.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.49684005833738454,0.17787834311806913,0.08837708637173877,98.736,55035
FLORENCE COUNTY,2018_11_07-general_election,304,284,2204,2203.0,4423.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.49830431833597105,0.12885662431941924,0.06420981234456251,4.423,55037
FOND DU LAC COUNTY,2018_11_07-general_election,7675,7335,45362,45360.0,101633.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.446331408105635,0.16169921961112826,0.07217144037861718,101.633,55039
FOREST COUNTY,2018_11_07-general_election,612,484,4048,4051.0,9304.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.4350816852966466,0.11956521739130435,0.052020636285468616,9.304,55041
GRANT COUNTY,2018_11_07-general_election,2431,2300,19751,19755.0,51208.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.3857014528979847,0.11644980001012607,0.044914857053585375,51.208,55043
GREEN COUNTY,2018_11_07-general_election,2244,2122,17201,17195.0,36842.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4668856196731991,0.1233649206441486,0.057597307420878346,36.842,55045
GREEN LAKE COUNTY,2018_11_07-general_election,991,936,8225,8224.0,19051.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.43173586688362814,0.11379939209726443,0.049131279197942364,19.051,55047
IOWA COUNTY,2018_11_07-general_election,1770,1692,11244,11243.0,23687.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4746907586439819,0.15048025613660618,0.0714315869464263,23.687,55049
IRON COUNTY,2018_11_07-general_election,499,480,3119,3119.0,5916.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.5272143340094658,0.15389547932029496,0.08113590263691683,5.916,55051
JACKSON COUNTY,2018_11_07-general_election,628,597,8084,8086.0,20449.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.3953249547655142,0.07384957941613063,0.02919458164213409,20.449,55053
JEFFERSON COUNTY,2018_11_07-general_election,6594,6344,38307,38301.0,83686.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.45774681547690177,0.16560941864411205,0.07580718399732332,83.686,55055
JUNEAU COUNTY,2018_11_07-general_election,1209,1142,10187,10192.0,26664.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.38205070507050704,0.11210366152940021,0.04282928292829283,26.664,55057
KENOSHA COUNTY,2018_11_07-general_election,18679,17822,68477,68494.0,166426.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4114561426700155,0.2602625699139857,0.10708663309819379,166.426,55059
KEWAUNEE COUNTY,2018_11_07-general_election,1090,1039,9540,9540.0,20574.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4636920384951881,0.10890985324947589,0.05050063186546126,20.574,55061
LA CROSSE COUNTY,2018_11_07-general_election,14978,14577,57563,57566.0,114638.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.5021284390865158,0.25323558535865054,0.12715678919729934,114.638,55063
LAFAYETTE COUNTY,2018_11_07-general_election,493,464,6609,6607.0,16836.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.392551674982181,0.07020729308518686,0.027559990496555,16.836,55065
LANGLADE COUNTY,2018_11_07-general_election,1021,965,9316,9315.0,19977.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.4663362867297392,0.10358522971232288,0.048305551384091705,19.977,55067
LINCOLN COUNTY,2018_11_07-general_election,1378,1287,13633,13634.0,28743.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.47430678773962354,0.0944032861439155,0.04477611940298507,28.743,55069
MANITOWOC COUNTY,2018_11_07-general_election,6007,5759,35785,35785.0,81442.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.4393924510694728,0.16093335196311304,0.07071289997789838,81.442,55071
MARATHON COUNTY,2018_11_07-general_election,12557,11968,62438,62429.0,134063.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.46573625832630927,0.1916781447195618,0.08927146192461753,134.063,55073
MARINETTE COUNTY,2018_11_07-general_election,2501,2402,17539,17539.0,41749.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.42010587079930056,0.13695193568618508,0.05753431219909459,41.749,55075
MARQUETTE COUNTY,2018_11_07-general_election,722,690,7236,7236.0,15404.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.46974811737211114,0.09535655058043117,0.04479356011425604,15.404,55077
MENOMINEE COUNTY,2018_11_07-general_election,147,135,1153,1285.0,4232.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.27244801512287337,0.1170858629661752,0.031899810964083175,4.232,55078
MILWAUKEE COUNTY,2018_11_07-general_election,99260,94572,397177,397200.0,947735.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.41908022812284024,0.23811046460394233,0.09978738782465563,947.735,55079
MONROE COUNTY,2018_11_07-general_election,2261,2141,16893,16896.0,44673.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.3781478745551004,0.12673888592908306,0.04792604033756408,44.673,55081
OCONTO COUNTY,2018_11_07-general_election,2124,2043,17673,17671.0,37660.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4692777482740308,0.11560006790018673,0.054248539564524696,37.66,55083
ONEIDA COUNTY,2018_11_07-general_election,3201,2989,19718,19718.0,35998.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.5477526529251625,0.1515873820874328,0.08303239068837158,35.998,55085
OUTAGAMIE COUNTY,2018_11_07-general_election,20440,19676,83737,83753.0,176695.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.4739070149127027,0.2349737869758888,0.11135572596847676,176.695,55087
OZAUKEE COUNTY,2018_11_07-general_election,16974,16335,51395,51401.0,86395.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5948839631923144,0.31783247397606773,0.18907344175010127,86.395,55089
PEPIN COUNTY,2018_11_07-general_election,278,258,3153,3153.0,7469.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.4221448654438345,0.0818268315889629,0.03454277681081805,7.469,55091
PIERCE COUNTY,2018_11_07-general_election,2653,2505,17610,17608.0,41019.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.42931324508154756,0.14224872231686542,0.06106926058655745,41.019,55093
POLK COUNTY,2018_11_07-general_election,2104,1972,18691,18705.0,44205.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.422825472231648,0.10550532341768766,0.04461033819703653,44.205,55095
PORTAGE COUNTY,2018_11_07-general_election,7874,7628,35170,35163.0,70019.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.5022922349647952,0.21688939437020188,0.10894185863836958,70.019,55097
PRICE COUNTY,2018_11_07-general_election,733,693,6742,6740.0,14159.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.47616357087364924,0.10278849006229605,0.0489441344727735,14.159,55099
RACINE COUNTY,2018_11_07-general_election,22600,21545,87835,87855.0,195408.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.44949541472201754,0.2452894631980418,0.11025648898714485,195.408,55101
RICHLAND COUNTY,2018_11_07-general_election,674,611,7093,7096.0,18021.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.39359635980245267,0.08614126603693782,0.03390488874091338,18.021,55103
ROCK COUNTY,2018_11_07-general_election,12638,12104,68766,68766.0,160331.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.4289002126850079,0.17601721781112759,0.07549382215541599,160.331,55105
RUSK COUNTY,2018_11_07-general_election,602,548,6142,6144.0,14755.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.41626567265333786,0.08922175187235429,0.03713995255845476,14.755,55107
SAUK COUNTY,2018_11_07-general_election,4581,4312,29185,29176.0,61976.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.4709080934555312,0.14774713037519274,0.06957531947850781,61.976,55111
SAWYER COUNTY,2018_11_07-general_election,1373,1301,8258,8260.0,16557.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.49876185299269193,0.1575441995640591,0.07857703690282056,16.557,55113
SHAWANO COUNTY,2018_11_07-general_election,2109,2015,18103,18096.0,41949.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.43154783189110585,0.11130751809092415,0.04803451810531836,41.949,55115
SHEBOYGAN COUNTY,2018_11_07-general_election,9902,9329,53449,53442.0,115507.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.4627338602855238,0.17454021590675223,0.08076566788160025,115.507,55117
TAYLOR COUNTY,2018_11_07-general_election,840,810,8154,8155.0,20689.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.39412248054521726,0.09933774834437085,0.039151239789259995,20.689,55119
TREMPEALEAU COUNTY,2018_11_07-general_election,1200,1073,12338,11615.0,28816.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.428164908384231,0.08696709353217702,0.03723625763464742,28.816,55121
VERNON COUNTY,2018_11_07-general_election,1425,1329,13143,13142.0,29773.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.4414402310818527,0.1011184661036293,0.04463775904342861,29.773,55123
VILAS COUNTY,2018_11_07-general_election,2464,2363,12603,12602.0,21430.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.588100793280448,0.18749504086328653,0.11026598226784881,21.43,55125
WALWORTH COUNTY,2018_11_07-general_election,10823,10260,45673,45686.0,102228.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.4467758344093595,0.22464037834168984,0.10036389247564267,102.228,55127
WASHBURN COUNTY,2018_11_07-general_election,986,918,7989,7990.0,15911.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.5021054616303187,0.11490799849793466,0.05769593363082144,15.911,55129
WASHINGTON COUNTY,2018_11_07-general_election,17835,17270,70841,70838.0,131887.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5371340617346668,0.24378537852373625,0.13094543055797767,131.887,55131
WAUKESHA COUNTY,2018_11_07-general_election,69545,67050,222587,222601.0,389891.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5708954553965082,0.30123053008486567,0.17197114065213098,389.891,55133
WAUPACA COUNTY,2018_11_07-general_election,3050,2913,22562,22558.0,52410.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.43049036443426825,0.12911089442425316,0.05558099599313108,52.41,55135
WAUSHARA COUNTY,2018_11_07-general_election,1085,1009,10691,10689.0,24496.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.43643860222077074,0.09437844916284725,0.04119039843239713,24.496,55137
WINNEBAGO COUNTY,2018_11_07-general_election,17616,16876,76089,76119.0,166994.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.4556391247589734,0.22179290041924588,0.10105752302477933,166.994,55139
WOOD COUNTY,2018_11_07-general_election,5789,5500,33288,33290.0,74749.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.4453303723126731,0.16522470559961547,0.07357957965992856,74.749,55141
