County,Election,absentees_issued,absentees_counted,Total Voters,Total Ballots,Population_2010,RUCC_2013,Description,turnout_%,absentee_%_of_voters,absentee_%_of_population,population_1000s,FIPS
CRAWFORD COUNTY,2019_04_02-spring_election,211,160,3020,3021.0,16644.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.18144676760394135,0.052980132450331126,0.009613073780341264,16.644,55023
DANE COUNTY,2019_04_02-spring_election,27107,24739,154179,154150.0,488073.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.31589331923708136,0.16045635268097472,0.05068708984106886,488.073,55025
DODGE COUNTY,2019_04_02-spring_election,1650,1391,18105,18105.0,88759.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.2039793147737131,0.0768296050814692,0.015671650198853075,88.759,55027
DOOR COUNTY,2019_04_02-spring_election,1269,1182,10019,10018.0,27785.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.36059024653590066,0.11797584589280367,0.0425409393557675,27.785,55029
DOUGLAS COUNTY,2019_04_02-spring_election,1221,913,7381,7381.0,44159.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.16714599515387576,0.12369597615499255,0.020675287030956318,44.159,55031
DUNN COUNTY,2019_04_02-spring_election,599,484,7419,7419.0,43857.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.16916341747041522,0.0652379026823022,0.011035866566340606,43.857,55033
EAU CLAIRE COUNTY,2019_04_02-spring_election,2661,2329,20468,20464.0,98736.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.20730027548209368,0.11378737541528239,0.02358815426997245,98.736,55035
FLORENCE COUNTY,2019_04_02-spring_election,115,102,910,910.0,4423.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.20574270856884466,0.11208791208791209,0.02306127063079358,4.423,55037
FOND DU LAC COUNTY,2019_04_02-spring_election,2619,2243,22775,22776.0,101633.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.22409060049393406,0.09848518111964874,0.022069603376855942,101.633,55039
FOREST COUNTY,2019_04_02-spring_election,182,157,2109,2109.0,9304.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.226676698194325,0.07444286391654813,0.016874462596732587,9.304,55041
GRANT COUNTY,2019_04_02-spring_election,656,570,8315,8315.0,51208.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.1623769723480706,0.06855081178592905,0.011131073269801594,51.208,55043
GREEN COUNTY,2019_04_02-spring_election,651,544,8522,8522.0,36842.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.23131208946311274,0.0638347805679418,0.014765756473589924,36.842,55045
GREEN LAKE COUNTY,2019_04_02-spring_election,346,311,4170,4166.0,19051.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.2188861477087817,0.07458033573141487,0.016324602383077005,19.051,55047
IOWA COUNTY,2019_04_02-spring_election,614,554,6409,6410.0,23687.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.2705703550470722,0.08644094242471524,0.02338835648245873,23.687,55049
IRON COUNTY,2019_04_02-spring_election,377,356,2318,2318.0,5916.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.3918187964841109,0.1535806729939603,0.06017579445571332,5.916,55051
JACKSON COUNTY,2019_04_02-spring_election,161,140,3401,3401.0,20449.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.16631620128123625,0.04116436342252279,0.006846300552594259,20.449,55053
JEFFERSON COUNTY,2019_04_02-spring_election,1784,1568,19746,19746.0,83686.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.2359534450206725,0.07940848779499646,0.01873670625911144,83.686,55055
JUNEAU COUNTY,2019_04_02-spring_election,371,310,4401,4248.0,26664.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.16505400540054005,0.07043853669620541,0.011626162616261626,26.664,55057
KENOSHA COUNTY,2019_04_02-spring_election,4238,3318,23846,23843.0,166426.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.14328290050833403,0.1391428331795689,0.01993678872291589,166.426,55059
KEWAUNEE COUNTY,2019_04_02-spring_election,349,280,4604,4604.0,20574.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.22377758335763584,0.060816681146828845,0.013609409934869253,20.574,55061
LA CROSSE COUNTY,2019_04_02-spring_election,3231,2957,23237,23237.0,114638.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.20269893054659013,0.12725394844429144,0.02579423925748879,114.638,55063
LAFAYETTE COUNTY,2019_04_02-spring_election,216,193,3435,3434.0,16836.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.2040270848182466,0.0561863173216885,0.011463530529817058,16.836,55065
LANGLADE COUNTY,2019_04_02-spring_election,316,258,3857,3857.0,19977.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.19307203283776342,0.06689136634690174,0.012914852079891875,19.977,55067
LINCOLN COUNTY,2019_04_02-spring_election,453,349,5494,5494.0,28743.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.19114219114219114,0.06352384419366582,0.01214208676895244,28.743,55069
MANITOWOC COUNTY,2019_04_02-spring_election,1986,1747,16399,16399.0,81442.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.20135802165958597,0.10653088602963595,0.02145084845657032,81.442,55071
MARATHON COUNTY,2019_04_02-spring_election,3294,2664,28044,28042.0,134063.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.2091852338079858,0.09499358151476252,0.019871254559423554,134.063,55073
MARINETTE COUNTY,2019_04_02-spring_election,733,645,8265,8264.0,41749.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.19796881362427843,0.0780399274047187,0.015449471843636974,41.749,55075
MARQUETTE COUNTY,2019_04_02-spring_election,230,212,3664,3664.0,15404.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.23786029602700598,0.05786026200873363,0.013762659049597507,15.404,55077
MENOMINEE COUNTY,2019_04_02-spring_election,7,7,337,0.0,4232.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.07963137996219281,0.020771513353115726,0.0016540642722117202,4.232,55078
MILWAUKEE COUNTY,2019_04_02-spring_election,26837,21975,151528,151510.0,947735.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.159884355858969,0.14502270207486406,0.023186861306166807,947.735,55079
MONROE COUNTY,2019_04_02-spring_election,690,613,8600,8599.0,44673.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.19251001723636202,0.07127906976744186,0.013721934949522082,44.673,55081
OCONTO COUNTY,2019_04_02-spring_election,640,586,8691,8691.0,37660.0,2.0,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.23077535847052574,0.06742607294902773,0.015560276155071695,37.66,55083
ONEIDA COUNTY,2019_04_02-spring_election,1086,845,8462,8462.0,35998.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.23506861492305128,0.09985818955329709,0.023473526307017056,35.998,55085
OUTAGAMIE COUNTY,2019_04_02-spring_election,4543,3903,35911,35912.0,176695.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.20323721667279776,0.10868536103143883,0.022088910269107784,176.695,55087
OZAUKEE COUNTY,2019_04_02-spring_election,5144,4495,27362,27366.0,86395.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.31670814283233983,0.164278926979022,0.05202847387001563,86.395,55089
PEPIN COUNTY,2019_04_02-spring_election,70,60,1321,1321.0,7469.0,8.0,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",0.1768643727406614,0.045420136260408785,0.008033203909492569,7.469,55091
PIERCE COUNTY,2019_04_02-spring_election,633,546,6342,6344.0,41019.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.15461127770057778,0.08609271523178808,0.01331090470269875,41.019,55093
POLK COUNTY,2019_04_02-spring_election,614,504,8818,8819.0,44205.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.19947969686687025,0.05715581764572465,0.01140142517814727,44.205,55095
PORTAGE COUNTY,2019_04_02-spring_election,1393,1150,15014,15012.0,70019.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.21442751253231265,0.07659517783402157,0.01642411345491938,70.019,55097
PRICE COUNTY,2019_04_02-spring_election,291,252,3954,3954.0,14159.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.27925700967582456,0.0637329286798179,0.017797867081008546,14.159,55099
RACINE COUNTY,2019_04_02-spring_election,6853,5485,37374,37371.0,195408.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.19126136084500123,0.1467597795258736,0.028069475149430933,195.408,55101
RICHLAND COUNTY,2019_04_02-spring_election,264,207,3746,3745.0,18021.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.20786859774707286,0.05525894287239722,0.011486598967870817,18.021,55103
ROCK COUNTY,2019_04_02-spring_election,3508,3066,28912,28909.0,160331.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.18032694862503196,0.1060459324847814,0.019122939419076786,160.331,55105
RUSK COUNTY,2019_04_02-spring_election,244,202,3331,3329.0,14755.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.22575398170111827,0.06064244971480036,0.013690274483226026,14.755,55107
SAUK COUNTY,2019_04_02-spring_election,1411,1184,13914,13909.0,61976.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.22450626048793082,0.08509414977720282,0.019104169355879694,61.976,55111
SAWYER COUNTY,2019_04_02-spring_election,425,342,3501,3501.0,16557.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.21145134988222505,0.09768637532133675,0.020655915926798333,16.557,55113
SHAWANO COUNTY,2019_04_02-spring_election,634,548,8341,8338.0,41949.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.19883668263844193,0.06569955640810454,0.013063481847004696,41.949,55115
SHEBOYGAN COUNTY,2019_04_02-spring_election,3017,2511,25123,25126.0,115507.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.21750196957760135,0.09994825458742984,0.02173894222860952,115.507,55117
TAYLOR COUNTY,2019_04_02-spring_election,227,193,3786,3786.0,20689.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.18299579486683745,0.05097728473322768,0.009328628739910097,20.689,55119
TREMPEALEAU COUNTY,2019_04_02-spring_election,410,347,5856,5725.0,28816.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.20322043309272628,0.05925546448087432,0.012041921154913936,28.816,55121
VERNON COUNTY,2019_04_02-spring_election,394,328,6339,6339.0,29773.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.21291102676922044,0.05174317715728033,0.011016692976858228,29.773,55123
VILAS COUNTY,2019_04_02-spring_election,1021,917,6410,6409.0,21430.0,9.0,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",0.29911339244050394,0.14305772230889235,0.04279048063462436,21.43,55125
WALWORTH COUNTY,2019_04_02-spring_election,3027,2502,20275,20277.0,102228.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.19833118128105803,0.12340320591861899,0.024474703603709357,102.228,55127
WASHBURN COUNTY,2019_04_02-spring_election,236,200,3351,3351.0,15911.0,7.0,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",0.2106090126327698,0.05968367651447329,0.01256992018100685,15.911,55129
WASHINGTON COUNTY,2019_04_02-spring_election,5549,5031,37880,37879.0,131887.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.2872155709053963,0.1328141499472017,0.03814629190140044,131.887,55131
WAUKESHA COUNTY,2019_04_02-spring_election,20378,17949,116467,116459.0,389891.0,1.0,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.2987168208550595,0.15411232366249666,0.04603594337904696,389.891,55133
WAUPACA COUNTY,2019_04_02-spring_election,988,814,11074,11071.0,52410.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.21129555428353367,0.07350550839804948,0.015531387139858806,52.41,55135
WAUSHARA COUNTY,2019_04_02-spring_election,347,278,5127,5130.0,24496.0,6.0,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",0.20929947746570868,0.054222742344450944,0.01134879163945134,24.496,55137
WINNEBAGO COUNTY,2019_04_02-spring_election,4791,4135,34968,34968.0,166994.0,3.0,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.2093967447932261,0.11825097231754747,0.02476136867192833,166.994,55139
WOOD COUNTY,2019_04_02-spring_election,1854,1543,16923,16922.0,74749.0,4.0,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.22639767756090382,0.09117768717130532,0.02064241662095814,74.749,55141
